,utterance,find_train,book_train,NONE
5122,"Oh, that's too bad. I guess just any place that you could recommend? Something popular. I'll need an address so I can look it up later.",0,0,1
5123,"No, I really would prefer to stay on the West side of town",0,0,1
5124,Thanks. I also need a train for saturday.,1,0,0
5125,"I am traveling from cambridge to stevenage on Saturday and want to arrive by 12:15. I just need the price, train ID, and how long it will take.",1,0,0
5126,"Again, I just need to know the price of a ticket, the train ID, and the duration of the train ride between Cambridge and Stevenage.",1,0,0
5127,"Thank you, that is everything I needed!",0,0,1
5128,I'm looking for some caribbean food.,0,0,1
5129,"Well, how about a gastropub?",0,0,1
5130,No any area is fine with me I just need the area and postcode of a good restaurant.,0,0,1
5131,I need a train leaving on friday from cambridge can you help me get a ticket?,1,0,0
5132,Sorry I messed up before. I actually did want an expensive restaurant. Is Kitchen and Bar expensive?,0,0,1
5133,"No, I just need the area and the post code please.",0,0,1
5134,Thanks I also need a trin from cambridge to london liverpool street on firday,1,0,0
5135,I would like to arrive by 11:00. Can you choose the train with the closest arrival time to 11:00 and book it for 7 people? Then give me the reference number,0,1,0
5136,Thanks for your time. That is all for now.,0,0,1
5137,I need help finding a train departing from Cambridge and going to Leicester. Can you help?,1,0,0
5138,I would like to go on Monday in the morning.,1,0,0
5139,"Oh, I need to change the day to Friday for the train to Leicester and it needs to arrive by 17:45. Do you have something on that day?",1,0,0
5140,Yes please book it for 7 people and give me a reference number.,0,1,0
5141,"No, I also need to find a place to stay. I'm looking for a 3 star hotel.",0,0,1
5142,I am looking for information in Cambridge.,1,0,0
5143,I would like to go to a museum the area doesn't matter.,0,0,1
5144,"Which is your favorite, and what area is it in?",0,0,1
5145,Sounds good. I am also looking for a train for tuesday.,1,0,0
5146,I'll be going to cambridge from stansted airport. I'd like to arrive by 09:30.,1,0,0
5147,"Ok, that will work out. Can I have the train ID # please? Thanks so much",1,0,0
5148,"I think that should be it for today. Thank you so much for all of your help, you've been very kind!",0,0,1
5149,"Yes, hi. I am looking for a train to get me out of Cambridge to someplace fun. Can you help me with that?",1,0,0
5150,"Yes, I would like to go to Peterborough. I want to travel on Friday and get there by 21:30.",1,0,0
5151,I just need to get there by 21:30.,1,0,0
5152,"To Peterborough, please, for 4 people. I need to arrive by 21:30.",0,1,0
5153,"Thanks, I also need a place to stay in Cambridge. I don't care about free parking, though.",0,1,0
5154,I would like to stay in the south please.,0,0,1
5155,Thank you. What is the postcode?,0,0,1
5156,No thank you! That will be all!,0,0,1
5157,I am looking for a place to go maybe a museum.,0,0,1
5158,the centre would be nice.,0,0,1
5159,"Sure, I'd like to know the phone number, address, and postcode.",0,0,1
5160,Thanks for the info. Can I also get information about trains leaving on Monday?,1,0,0
5161,I would like to travel to peterborough. What is the travel time from cambridge to peterborough?,1,0,0
5162,No thank you. That's all I need to know.,0,0,1
5163,I'm looking for a place to stay that provides wifi without any extra charges. Can you find something like that for me?,0,0,1
5164,"No, but I'd like a guesthouse of at leas 3 stars and I'd also like free parking.",0,0,1
5165,Can you book it for me and get a reference number ?,0,0,1
5166,4 people and 2 nights starting from sunday.,1,0,0
5167,I also need a train.,1,0,0
5168,I'm going from cambridge to stevenage on the same day as the hotel booking. I need to arrive by 12:30.,1,0,0
5169,Great! What is the departure time?,1,0,0
5170,"Sure! Can you tell me the cost, too?",0,1,0
5171,"No, that's all. Thank you so much.",0,0,1
5172,I may have gotten mixed up. I am departing from Stevenage to go to Cambridge. I'm sorry.,0,1,0
5173,What is the cost and departure time of the TR7802 train?,0,1,0
5174,"Thank you, that's all I need today.",0,0,1
5175,"I'd like a train from Cambridge, please.",1,0,0
5176,I will be traveling to ely.,1,0,0
5177,I would like to go on thursday leaving after 19:45.,1,0,0
5178,"No, I need to find a train that leaves after 19:45 on Thursday. Can you help me with that?",1,0,0
5179,"Yes, for 6 please.",0,1,0
5180,I would also like to look for a multo sports center in town too.,0,0,1
5181,"Oh, well I really wanted to visit the centre. Maybe you could find me a park instead? One in the centre of town?",0,0,1
5182,Do you have their phone number?,0,0,1
5183,"No, thank you for all your help. I believe you helped with everything I needed today, goodbye.",0,0,1
5184,I am looking for a train that departs from kings lynn. I need to leave after 11:30.,1,0,0
5185,I would like to leave from Kings Lynn and go to Cambridge.,1,0,0
5186,"Can I get the travel time, and arrival time of that?",1,0,0
5187,Thank you. I am also looking for a 4 star hotel on the east side.,1,0,0
5188,"That's fine, can you find one in the moderate price range with free parking.",0,0,1
5189,I'm still thinking about it. Can you please provide me with the address and phone number?,0,0,1
5190,thanks for all of your help today,0,0,1
5191,Thank you for your time.,0,0,1
5192,Can you help me find a guesthouse that includes free parking?,0,0,1
5193,"I need something cheap, but I am hoping for at least 4 stars. Is that possible?",0,0,1
5194,How about the guesthouse in the west? Do you know if they offer internet?,0,0,1
5195,"Thank you, I also need to know if theres a train that leaves from cambridge after 14:15.",1,0,0
5196,I will be going to Ely.,1,0,0
5197,"I'm sorry, the train I'm looking for should depart Friday and go to London Kings Cross, not Ely.",1,0,0
5198,I need 5 tickets for that one.,0,1,0
5199,That is all. Thanks so much!,0,0,1
5200,no I think that is it thanks so much for all of your help today you have been great,0,0,1
5201,I need to find a Train leaving on Friday from London Liverpool Street and arriving in Cambridge.,1,0,0
5202,Yes I'd like to arrive in Cambridge by 15:15.,1,0,0
5203,"No thank you, may I please get the travel time of TR5015?",1,0,0
5204,"Yes, what time does that train leave?",1,0,0
5205,"Please book it for me.I also need a place to stay,a guesthouse with free parking ?",0,1,0
5206,"Thank you, I'm also looking for a place to stay. Can you help me find someplace?",0,0,1
5207,"I don't need any specific area, just need a guesthouse that is cheap and includes free parking.",0,0,1
5208,"No I don't. Pick any of the 33 and give me the address and area, please.",0,0,1
5209,Can you tell me what area it's in? And can you give me an address?,0,0,1
5210,Perfect. Thank you. That's all the information I need for Cambridge. You have been a great help!,0,1,0
5211,"I need a train into cambridge leaving after 20:30, please.",1,0,0
5212,I'm leaving London Liverpool Street on Sunday after 20:30.,1,0,0
5213,There are none closer to a 20:30 departure?,1,0,0
5214,That works. What is the price on that? And how long is the ride?,1,0,0
5215,"No, I'm not ready to book yet. Thanks for your help. I am all set.",0,0,1
5216,That is all. Thank you.,0,0,1
5217,I'm planning a trip with an Arthurian theme. I've heard there's a hotel called Avalon there in Cambridge. Is that right?,1,0,0
5218,"Actually, can you book 6 people for 3 nights starting on wednesday?",0,0,1
5219,Is there a reference number for the hotel? I also need a train to london liverpool street. Can you help with that too?,1,0,0
5220,"I need to get to liverpool st on saturday, but I can't leave cambridge until after 13:45",1,0,0
5221,"Yes please, for 6 people.",0,1,0
5222,That's all I need for today. Thanks!,0,0,1
5223,I was hoping to visit the cambridge university botanic gardens.,1,0,0
5224,"Yes, I will need the phone number, postcode and address please.",0,0,1
5225,I'll need a train to Birmingham New Street. Can you help with that?,1,0,0
5226,"Monday, and I would like to get there by 21:15.",1,0,0
5227,"cambridge, I need 5 tickets and the reference number",0,1,0
5228,"No, that's it for me today. Thanks very much for your help.",0,0,1
5229,I am looking for a train to Cambridge that arrives by 12:15.,1,0,0
5230,I will be leaving from cambridge and it should go to leicester.,0,1,0
5231,That's all. Thank you very much.,0,0,1
5232,"Actually, are there any parks in the east?",0,0,1
5233,"Yes, can I please get the address and the entrance fee? Thanks.",0,0,1
5234,Okay. That's all I need now. Good bye.,0,0,1
5235,I am looking for information on theatres in the center part of town.,0,0,1
5236,My husband is into the arts so that might actually work out perfect. Can I get their phone number please?,0,0,1
5237,"Yes, I need to find a train to Cambridge.",1,0,0
5238,I need to leave from London Liverpool Street on saturday. I need to arrive by 16:00.,1,0,0
5239,Perfect. I will need tickets for 6 people. Please provide the reference number.,0,1,0
5240,Great thank you that's all I needed today.,0,0,1
5241,I am looking for a train. The train should arrive by 21:00 and should leave on sunday,1,0,0
5242,I am departing from Cambridge.,1,0,0
5243,I'm trying to get to Broxbourne.,1,0,0
5244,Perfect. please book it for 3 people.,0,1,0
5245,"Great, thanks for your help.",0,0,1
5246,I am hoping you can help me find a train departing from Cambridge on Saturday.,1,0,0
5247,I would like to leave on saturday around 13:15 going to london liverpool street.,1,0,0
5248,"Yes, can you book spots on that for 5 people and give me the reference number please?",0,1,0
5249,Thanks. I'm also looking for a restaurant in the centre that serves european food.,0,0,1
5250,"I don't have one, could you recommend me a good place?",0,0,1
5251,Maybe. What is the price range?,0,0,1
5252,"No, I'm sure they'll have tables if I just walk in. Can you give me their address and postcode?",0,0,1
5253,No thanks. I need to go. Have a good day. Bye.,0,0,1
5254,I want a train leaving on thursday.,1,0,0
5255,should depart from stansted airport and arrive by 08:00 at cambridge,1,0,0
5256,make a booking for 7 people and could I get the reference number,0,1,0
5257,No that will be all thank you!,0,0,1
5258,I am planning a trip in Cambridge.,1,0,0
5259,"I am actually looking for places to go. Specifically, I would like to find a park.",1,0,0
5260,"In the south, I will also need the postcode of the park.",0,0,1
5261,"I'm going to need a train too, is that something you can help me do?",1,0,0
5262,what do you want to know?,1,0,0
5263,"to cambridge on sunday from london kings cross, I need 7 tickets and the reference number",1,0,0
5264,I just need it to arrive before 20:45,1,0,0
5265,Is there any other trains?,1,0,0
5266,"Great, thanks! Will you please book 7 tickets, and send me the reference number?",0,1,0
5267,"Nope, that's everything for today thank you. Have a great day!",0,0,1
5268,I want to dine in a place in the west.,0,0,1
5269,I would like a restaurant that serves eritrean food and in the expensive price range.,0,0,1
5270,No. I said eritrean food. Do yo have something?,0,0,1
5271,How about British food?,0,0,1
5272,"Is one of those expensive? If so, book me a table there for Thursday for 8 people at 13:30 please.",0,0,1
5273,Travellers Rest sounds good.,0,0,1
5274,I am also looking for a train from Cambridge on Wednesday.,1,0,0
5275,"Before I continue with the train details, was Travellers Rest booked? I didn't get a reference number.",1,0,0
